Neighbourhood,Plannedـtransactionـdetails,Detailsـtransaction,Date,transactionـnumber,Total_price,Area,Price_per_meter
شرق الرياض,مخطط/3129,قطعة 1790,"Wednesday, 9 February 2022 ",16153653,320000.00,900,356
شرق الرياض,مخطط/3129,قطعة 187,"Monday, 14 February 2022 ",16186374,670000.00,810.01,827
شرق الرياض,مخطط/3129,قطعة 188,"Tuesday, 8 February 2022 ",16143163,700000.00,810,864
شرق الرياض,مخطط/3129,قطعة 1939,"Sunday, 6 February 2022 ",16114242,700000.00,936,748
شرق الرياض,مخطط/3129,قطعة 2067,"Monday, 14 February 2022 ",16193556,700000.00,900,778
شرق الرياض,مخطط/3129,قطعة 210,"Wednesday, 16 February 2022 ",16210699,650000.00,810,802
شرق الرياض,مخطط/3129,قطعة 221,"Wednesday, 9 February 2022 ",16157395,640000.00,945,677
شرق الرياض,مخطط/3129,قطعة 348,"Monday, 14 February 2022 ",16190096,800000.00,852.93,938
شرق الرياض,مخطط/3129,قطعة 372,"Wednesday, 2 February 2022 ",16091664,700000.00,900,778
شرق الرياض,مخطط/3129,قطعة 389,"Sunday, 27 February 2022 ",16291540,710000.00,870,816
شرق الرياض,مخطط/3129,قطعة 448,"Monday, 21 February 2022 ",16252292,625000.00,843.6,741
شرق الرياض,مخطط/3129,قطعة 451,"Monday, 28 February 2022 ",16304470,680000.00,870,782
شرق الرياض,مخطط/3129,قطعة 452,"Monday, 21 February 2022 ",16252310,625000.00,870,718
شرق الرياض,مخطط/3129,قطعة 510,"Thursday, 17 February 2022 ",16225811,600000.00,957,627
شرق الرياض,مخطط/3129,قطعة 510,"Sunday, 20 February 2022 ",16234820,650000.00,957,679
شرق الرياض,مخطط/3129,قطعة 596/أ,"Tuesday, 15 February 2022 ",16199170,430000.00,465,925
شرق الرياض,مخطط/3129,قطعة 868,"Tuesday, 1 February 2022 ",16080650,722000.00,930,776
شرق الرياض,مخطط/3129,قطعة 905,"Sunday, 27 February 2022 ",16294573,600000.00,864,694
شرق الرياض,مخطط/3129,قطعة 907,"Sunday, 27 February 2022 ",16294628,600000.00,864,694
شرق الرياض,مخطط/3130,قطعة 1010,"Thursday, 17 February 2022 ",16221287,400000.00,936,427
شرق الرياض,مخطط/3130,قطعة 1022,"Sunday, 6 February 2022 ",16118512,750000.00,936,801
شرق الرياض,مخطط/3130,قطعة 1217,"Sunday, 27 February 2022 ",16288126,300000.00,960,313
شرق الرياض,مخطط/3130,قطعة 127,"Thursday, 3 February 2022 ",16095005,750000.00,930,806
شرق الرياض,مخطط/3130,قطعة 1353,"Tuesday, 15 February 2022 ",16202176,770000.00,960,802
شرق الرياض,مخطط/3130,قطعة 1539,"Monday, 21 February 2022 ",16251952,800000.00,900,889
شرق الرياض,مخطط/3130,قطعة 1610,"Wednesday, 16 February 2022 ",16201688,770000.00,900,856
شرق الرياض,مخطط/3130,قطعة 1654,"Sunday, 20 February 2022 ",16234026,700000.00,990,707
شرق الرياض,مخطط/3130,قطعة 1706,"Thursday, 10 February 2022 ",16168848,670000.00,957,700
شرق الرياض,مخطط/3130,قطعة 1886,"Friday, 18 February 2022 ",16226250,600000.00,900,667
شرق الرياض,مخطط/3130,قطعة 1958,"Sunday, 13 February 2022 ",16182042,750000.00,900,833
شرق الرياض,مخطط/3130,قطعة 1973,"Sunday, 13 February 2022 ",16182247,825000.00,900,917
شرق الرياض,مخطط/3130,قطعة 224,"Sunday, 20 February 2022 ",16227313,700000.00,900,778
شرق الرياض,مخطط/3130,قطعة 225,"Tuesday, 15 February 2022 ",16203299,670000.00,900,744
شرق الرياض,مخطط/3130,قطعة 296,"Tuesday, 22 February 2022 ",16253662,600000.00,930,645
شرق الرياض,مخطط/3130,قطعة 391,"Thursday, 17 February 2022 ",16220660,400000.00,900,444
شرق الرياض,مخطط/3130,قطعة 432,"Wednesday, 9 February 2022 ",16148375,750000.00,997.86,752
شرق الرياض,مخطط/3130,قطعة 512,"Wednesday, 2 February 2022 ",16091269,925000.00,"1,080.00",856
شرق الرياض,مخطط/3130,قطعة 595,"Tuesday, 1 February 2022 ",16065252,800000.00,900,889
شرق الرياض,مخطط/3130,قطعة 746,"Wednesday, 16 February 2022 ",16213052,600000.00,960,625
شرق الرياض,مخطط/3130,قطعة 842,"Sunday, 27 February 2022 ",16289771,850000.00,"1,050.00",810
شرق الرياض,مخطط/3130,قطعة 849,"Thursday, 3 February 2022 ",16086753,680000.00,"1,044.00",651
شرق الرياض,مخطط/3130,قطعة 899,"Monday, 21 February 2022 ",16237472,450000.00,930,484
شرق الرياض,مخطط/3130,قطعة 971,"Tuesday, 8 February 2022 ",16139930,720000.00,900,800
شرق الرياض,مخطط/3131,قطعة 1024,"Wednesday, 2 February 2022 ",16087774,600000.00,810,741
شرق الرياض,مخطط/3131,قطعة 1028,"Monday, 21 February 2022 ",16249762,800000.00,954,839
شرق الرياض,مخطط/3131,قطعة 1098,"Sunday, 13 February 2022 ",16177723,690000.00,936,737
شرق الرياض,مخطط/3131,قطعة 113,"Thursday, 10 February 2022 ",16169368,850000.00,926,918
شرق الرياض,مخطط/3131,قطعة 1335,"Wednesday, 23 February 2022 ",16265778,840000.00,900,933
شرق الرياض,مخطط/3131,قطعة 1565,"Sunday, 13 February 2022 ",16180557,675000.00,840,804
شرق الرياض,مخطط/3131,قطعة 1658,"Sunday, 27 February 2022 ",16284539,820000.00,900,911
شرق الرياض,مخطط/3131,قطعة 1763/2,"Thursday, 3 February 2022 ",16098857,410000.00,450,911
شرق الرياض,مخطط/3131,قطعة 1794,"Monday, 21 February 2022 ",16242974,620000.00,864,718
شرق الرياض,مخطط/3131,قطعة 2022,"Thursday, 10 February 2022 ",16157825,750000.00,900,833
شرق الرياض,مخطط/3131,قطعة 207,"Thursday, 10 February 2022 ",16157234,700000.00,806.4,868
شرق الرياض,مخطط/3131,قطعة 2168,"Thursday, 10 February 2022 ",16162350,730000.00,810,901
شرق الرياض,مخطط/3131,قطعة 242,"Monday, 21 February 2022 ",16245295,680000.00,900,756
شرق الرياض,مخطط/3131,قطعة 334,"Monday, 21 February 2022 ",16252544,700000.00,900,778
شرق الرياض,مخطط/3131,قطعة 348,"Thursday, 3 February 2022 ",16102942,800000.00,900,889
شرق الرياض,مخطط/3131,قطعة 544,"Sunday, 13 February 2022 ",16181504,730000.00,812.52,898
شرق الرياض,مخطط/3131,قطعة 767,"Monday, 14 February 2022 ",16185601,600000.00,810,741
شرق الرياض,مخطط/3131,قطعة 769,"Monday, 14 February 2022 ",16185749,600000.00,810,741
شرق الرياض,مخطط/3131,قطعة 873,"Sunday, 6 February 2022 ",16108206,650000.00,900,722
شرق الرياض,مخطط/3131,قطعة 913,"Sunday, 6 February 2022 ",16111804,800000.00,960,833
شرق الرياض,مخطط/3131,قطعة 992,"Sunday, 27 February 2022 ",16293999,760000.00,954,797
شرق الرياض,مخطط/3132,قطعة 1031,"Sunday, 13 February 2022 ",16179251,750000.00,900,833
شرق الرياض,مخطط/3132,قطعة 1066,"Monday, 7 February 2022 ",16129524,500000.00,900,556
شرق الرياض,مخطط/3132,قطعة 1385,"Sunday, 13 February 2022 ",16171946,900000.00,870,"1,034"
شرق الرياض,مخطط/3132,قطعة 1398,"Tuesday, 1 February 2022 ",16080771,805000.00,900,894
شرق الرياض,مخطط/3132,قطعة 1531,"Monday, 28 February 2022 ",16291671,830000.00,900,922
شرق الرياض,مخطط/3132,قطعة 1572,"Thursday, 10 February 2022 ",16033297,650000.00,870,747
شرق الرياض,مخطط/3132,قطعة 1585,"Tuesday, 8 February 2022 ",16140075,750000.00,918,817
شرق الرياض,مخطط/3132,قطعة 1595,"Monday, 7 February 2022 ",16117563,700000.00,900,778
شرق الرياض,مخطط/3132,قطعة 1801,"Sunday, 27 February 2022 ",16282704,800000.00,900,889
شرق الرياض,مخطط/3132,قطعة 2081,"Friday, 25 February 2022 ",16280246,820000.00,900,911
شرق الرياض,مخطط/3132,قطعة 2144,"Wednesday, 16 February 2022 ",16214864,670000.00,641.7,"1,044"
شرق الرياض,مخطط/3132,قطعة 2215,"Monday, 7 February 2022 ",16129189,670000.00,936,716
شرق الرياض,مخطط/3132,قطعة 333,"Tuesday, 15 February 2022 ",16203730,720000.00,900,800
شرق الرياض,مخطط/3132,قطعة 453,"Thursday, 10 February 2022 ",16165783,700000.00,900,778
شرق الرياض,مخطط/3132,قطعة 599,"Monday, 14 February 2022 ",16188428,700000.00,840,833
شرق الرياض,مخطط/3132,قطعة 626,"Monday, 14 February 2022 ",16193479,735000.00,870,845
شرق الرياض,مخطط/3132,قطعة 654,"Wednesday, 16 February 2022 ",16214825,800000.00,900,889
شرق الرياض,مخطط/3132,قطعة 810,"Wednesday, 2 February 2022 ",16090455,800000.00,900,889
شرق الرياض,مخطط/3132,قطعة 880,"Tuesday, 1 February 2022 ",16069711,670000.00,870,770
شرق الرياض,مخطط/3133,قطعة 1096,"Saturday, 5 February 2022 ",16107848,720000.00,900,800
شرق الرياض,مخطط/3133,قطعة 1125,"Wednesday, 16 February 2022 ",16211631,700000.00,900,778
شرق الرياض,مخطط/3133,قطعة 1508,"Sunday, 6 February 2022 ",16115204,700000.00,900,778
شرق الرياض,مخطط/3133,قطعة 1540,"Wednesday, 9 February 2022 ",16156561,820000.00,"1,015.00",808
شرق الرياض,مخطط/3133,قطعة 1573,"Tuesday, 1 February 2022 ",16079106,930000.00,"1,115.07",834
شرق الرياض,مخطط/3133,قطعة 1814,"Tuesday, 1 February 2022 ",16077408,1000000.00,900,"1,111"
شرق الرياض,مخطط/3133,قطعة 1816,"Tuesday, 1 February 2022 ",16077257,1000000.00,900,"1,111"
شرق الرياض,مخطط/3133,قطعة 288,"Wednesday, 9 February 2022 ",16157711,620000.00,864,718
شرق الرياض,مخطط/3133,قطعة 380,"Tuesday, 15 February 2022 ",16203907,750000.00,900,833
شرق الرياض,مخطط/3133,قطعة 382,"Friday, 25 February 2022 ",16280375,750000.00,900,833
شرق الرياض,مخطط/3133,قطعة 460,"Monday, 14 February 2022 ",16192854,700000.00,900,778
شرق الرياض,مخطط/3133,قطعة 653,"Wednesday, 23 February 2022 ",16264840,850000.00,900,944
شرق الرياض,مخطط/3133,قطعة 661,"Thursday, 17 February 2022 ",16225834,700000.00,814.2,860
شرق الرياض,مخطط/3133,قطعة 885,"Sunday, 6 February 2022 ",16119804,800000.00,900,889
شرق الرياض,مخطط/3133,قطعة 951,"Tuesday, 1 February 2022 ",16072001,550000.00,840,655
شرق الرياض,مخطط/3134,قطعة 1126,"Sunday, 27 February 2022 ",16291619,880000.00,960,917
شرق الرياض,مخطط/3134,قطعة 1212,"Tuesday, 1 February 2022 ",16081451,650000.00,900,722
شرق الرياض,مخطط/3134,قطعة 1214,"Sunday, 20 February 2022 ",16227336,850000.00,900,944
شرق الرياض,مخطط/3134,قطعة 1216,"Sunday, 6 February 2022 ",16117810,715000.00,900,794
شرق الرياض,مخطط/3134,قطعة 1250,"Wednesday, 2 February 2022 ",16083813,700000.00,900,778
شرق الرياض,مخطط/3134,قطعة 1278,"Wednesday, 16 February 2022 ",16211816,900000.00,"1,056.96",851
شرق الرياض,مخطط/3134,قطعة 1279,"Wednesday, 16 February 2022 ",16211912,900000.00,"1,056.96",851
شرق الرياض,مخطط/3134,قطعة 1329,"Wednesday, 16 February 2022 ",16203779,650000.00,900,722
شرق الرياض,مخطط/3134,قطعة 1484,"Monday, 14 February 2022 ",16186584,620000.00,864,718
شرق الرياض,مخطط/3134,قطعة 1522,"Sunday, 13 February 2022 ",16180589,660000.00,900,733
شرق الرياض,مخطط/3134,قطعة 1693,"Sunday, 13 February 2022 ",16182313,680000.00,870,782
شرق الرياض,مخطط/3134,قطعة 1792,"Wednesday, 9 February 2022 ",16157857,600000.00,900,667
شرق الرياض,مخطط/3134,قطعة 1806,"Wednesday, 23 February 2022 ",16260496,600000.00,"1,020.00",588
شرق الرياض,مخطط/3134,قطعة 1832,"Thursday, 10 February 2022 ",16165932,520000.00,864,602
شرق الرياض,مخطط/3134,قطعة 1888,"Monday, 7 February 2022 ",16134483,520000.00,840,619
شرق الرياض,مخطط/3134,قطعة 1906,"Sunday, 6 February 2022 ",16108143,650000.00,900,722
شرق الرياض,مخطط/3134,قطعة 1963,"Wednesday, 2 February 2022 ",16089948,630000.00,936,673
شرق الرياض,مخطط/3134,قطعة 1966,"Sunday, 20 February 2022 ",16227626,515000.00,936,550
شرق الرياض,مخطط/3134,قطعة 1989,"Wednesday, 9 February 2022 ",16151185,600000.00,900,667
شرق الرياض,مخطط/3134,قطعة 2084,"Monday, 7 February 2022 ",16134228,680000.00,899.99,756
شرق الرياض,مخطط/3134,قطعة 2136,"Sunday, 6 February 2022 ",16117190,700000.00,"1,050.00",667
شرق الرياض,مخطط/3134,قطعة 2194,"Monday, 7 February 2022 ",16135099,300000.00,806.3,372
شرق الرياض,مخطط/3134,قطعة 2194,"Sunday, 13 February 2022 ",16175846,600000.00,806.3,744
شرق الرياض,مخطط/3134,قطعة 2194,"Sunday, 27 February 2022 ",16286100,700000.00,806.3,868
شرق الرياض,مخطط/3134,قطعة 442,"Sunday, 13 February 2022 ",16175578,630000.00,900,700
شرق الرياض,مخطط/3134,قطعة 536/1,"Tuesday, 1 February 2022 ",16070686,400000.00,432,926
شرق الرياض,مخطط/3134,قطعة 585,"Sunday, 13 February 2022 ",16177707,300000.00,900,333
شرق الرياض,مخطط/3134,قطعة 777,"Sunday, 13 February 2022 ",16181422,650000.00,840,774
شرق الرياض,مخطط/3134,قطعة 984,"Thursday, 17 February 2022 ",16225231,800000.00,900,889
شرق الرياض,مخطط/3135,قطعة 1024,"Thursday, 10 February 2022 ",16168055,500000.00,"2,000.00",250
شرق الرياض,مخطط/3135,قطعة 109,"Monday, 7 February 2022 ",16131786,1000000.00,"2,000.00",500
شرق الرياض,مخطط/3135,قطعة 111,"Monday, 7 February 2022 ",16131807,1000000.00,"2,000.00",500
شرق الرياض,مخطط/3135,قطعة 117,"Monday, 7 February 2022 ",16131848,1000000.00,"2,000.00",500
شرق الرياض,مخطط/3135,قطعة 119,"Monday, 7 February 2022 ",16131773,1000000.00,"2,000.00",500
شرق الرياض,مخطط/3135,قطعة 162,"Tuesday, 1 February 2022 ",16076548,1350000.00,"1,927.00",701
شرق الرياض,مخطط/3135,قطعة 229,"Monday, 7 February 2022 ",16132264,1000000.00,"2,118.00",472
شرق الرياض,مخطط/3135,قطعة 282,"Sunday, 6 February 2022 ",16116657,1375000.00,"2,000.00",688
شرق الرياض,مخطط/3135,قطعة 283,"Sunday, 6 February 2022 ",16116705,1375000.00,"2,000.00",688
شرق الرياض,مخطط/3135,قطعة 435,"Wednesday, 23 February 2022 ",16261757,1060000.00,"2,000.00",530
شرق الرياض,مخطط/3135,قطعة 544,"Tuesday, 22 February 2022 ",16254573,1300000.00,"2,000.00",650
شرق الرياض,مخطط/3135,قطعة 632,"Thursday, 3 February 2022 ",16102975,1100000.00,"2,150.00",512
شرق الرياض,مخطط/3135,قطعة 732,"Wednesday, 2 February 2022 ",16093657,1080000.00,"2,000.00",540
شرق الرياض,مخطط/3135,قطعة 734,"Thursday, 3 February 2022 ",16100705,1080000.00,"2,000.00",540
شرق الرياض,مخطط/3135,قطعة 739,"Saturday, 19 February 2022 ",16227360,600000.00,"2,000.00",300
شرق الرياض,مخطط/3136,قطعة 1075,"Thursday, 3 February 2022 ",16100431,760000.00,970.8,783
شرق الرياض,مخطط/3136,قطعة 1108,"Wednesday, 9 February 2022 ",16157344,600000.00,936,641
شرق الرياض,مخطط/3136,قطعة 1122,"Monday, 14 February 2022 ",16182697,600000.00,900,667
شرق الرياض,مخطط/3136,قطعة 1226,"Thursday, 24 February 2022 ",16278432,750000.00,899.99,833
شرق الرياض,مخطط/3136,قطعة 1256,"Sunday, 27 February 2022 ",16294650,700000.00,900,778
شرق الرياض,مخطط/3136,قطعة 133,"Sunday, 6 February 2022 ",16114848,650000.00,900,722
شرق الرياض,مخطط/3136,قطعة 133,"Monday, 21 February 2022 ",16252271,750000.00,900,833
شرق الرياض,مخطط/3136,قطعة 1332,"Wednesday, 9 February 2022 ",16146178,700000.00,810,864
شرق الرياض,مخطط/3136,قطعة 1367,"Wednesday, 9 February 2022 ",16151528,530000.00,810,654
شرق الرياض,مخطط/3136,قطعة 1464,"Tuesday, 1 February 2022 ",16078608,700000.00,750,933
شرق الرياض,مخطط/3136,قطعة 1465,"Tuesday, 1 February 2022 ",16078709,700000.00,750,933
شرق الرياض,مخطط/3136,قطعة 149,"Sunday, 6 February 2022 ",16115057,650000.00,900,722
شرق الرياض,مخطط/3136,قطعة 1492,"Wednesday, 2 February 2022 ",16092719,525000.00,864,608
شرق الرياض,مخطط/3136,قطعة 1550,"Tuesday, 1 February 2022 ",16079987,600000.00,930,645
شرق الرياض,مخطط/3136,قطعة 1592,"Wednesday, 9 February 2022 ",16157540,635000.00,810,784
شرق الرياض,مخطط/3136,قطعة 1811,"Monday, 7 February 2022 ",16132387,520000.00,864,602
شرق الرياض,مخطط/3136,قطعة 2022,"Wednesday, 9 February 2022 ",16158118,300000.00,900,333
شرق الرياض,مخطط/3136,قطعة 2022,"Thursday, 10 February 2022 ",16170094,500000.00,900,556
شرق الرياض,مخطط/3136,قطعة 2022,"Sunday, 27 February 2022 ",16284692,650000.00,900,722
شرق الرياض,مخطط/3136,قطعة 2055,"Sunday, 13 February 2022 ",16182883,580000.00,840,690
شرق الرياض,مخطط/3136,قطعة 2190,"Tuesday, 22 February 2022 ",16254344,500000.00,810,617
شرق الرياض,مخطط/3136,قطعة 240,"Sunday, 27 February 2022 ",16294718,700000.00,900,778
شرق الرياض,مخطط/3136,قطعة 269,"Wednesday, 2 February 2022 ",16092605,700000.00,900,778
شرق الرياض,مخطط/3136,قطعة 401,"Tuesday, 1 February 2022 ",16080569,620000.00,936,662
شرق الرياض,مخطط/3136,قطعة 450,"Tuesday, 8 February 2022 ",16146057,405000.00,870,466
شرق الرياض,مخطط/3136,قطعة 477,"Tuesday, 15 February 2022 ",16201634,650000.00,900,722
شرق الرياض,مخطط/3136,قطعة 492,"Monday, 7 February 2022 ",16132292,650000.00,840,774
شرق الرياض,مخطط/3136,قطعة 558,"Sunday, 27 February 2022 ",16294382,750000.00,960,781
شرق الرياض,مخطط/3136,قطعة 680,"Tuesday, 15 February 2022 ",16203630,750000.00,870,862
شرق الرياض,مخطط/3136,قطعة 682,"Tuesday, 15 February 2022 ",16203536,750000.00,870,862
شرق الرياض,مخطط/3136,قطعة 702,"Sunday, 13 February 2022 ",16182314,600000.00,900,667
شرق الرياض,مخطط/3136,قطعة 740,"Monday, 28 February 2022 ",16304149,600000.00,900,667
شرق الرياض,مخطط/3136,قطعة 904,"Saturday, 26 February 2022 ",16281296,560000.00,864,648
شرق الرياض,مخطط/3145,قطعة 1010,"Monday, 14 February 2022 ",16192663,600000.00,810,741
شرق الرياض,مخطط/3145,قطعة 1108,"Sunday, 6 February 2022 ",16112980,580000.00,870,667
شرق الرياض,مخطط/3145,قطعة 144,"Sunday, 27 February 2022 ",16285884,100000.00,825,121
شرق الرياض,مخطط/3145,قطعة 410,"Monday, 21 February 2022 ",16252134,500000.00,810,617
شرق الرياض,مخطط/3145,قطعة 412,"Wednesday, 9 February 2022 ",16144962,500000.00,810,617
شرق الرياض,مخطط/3145,قطعة 491,"Wednesday, 2 February 2022 ",16093148,660000.00,900,733
شرق الرياض,مخطط/3145,قطعة 492,"Monday, 7 February 2022 ",16134592,550000.00,825,667
شرق الرياض,مخطط/3145,قطعة 830,"Sunday, 20 February 2022 ",16235416,650000.00,930,699
شرق الرياض,مخطط/3146,قطعة 449,"Thursday, 17 February 2022 ",16214127,1100000.00,"2,000.00",550
شرق الرياض,مخطط/3146,قطعة 64,"Sunday, 20 February 2022 ",16230630,1325000.00,"2,000.00",663
شرق الرياض,مخطط/3146,قطعة 66,"Sunday, 20 February 2022 ",16230842,1325000.00,"2,000.00",663
شرق الرياض,مخطط/3147,قطعة 106,"Tuesday, 22 February 2022 ",16254342,600000.00,900,667
شرق الرياض,مخطط/3147,قطعة 1128,"Wednesday, 2 February 2022 ",16092811,570000.00,810,704
شرق الرياض,مخطط/3147,قطعة 1155,"Tuesday, 15 February 2022 ",16203679,600000.00,900,667
شرق الرياض,مخطط/3147,قطعة 1297,"Monday, 7 February 2022 ",16133305,750000.00,900,833
شرق الرياض,مخطط/3147,قطعة 1332,"Monday, 21 February 2022 ",16250293,655000.00,900,728
شرق الرياض,مخطط/3147,قطعة 154,"Thursday, 17 February 2022 ",16221862,543000.00,900,603
شرق الرياض,مخطط/3147,قطعة 169,"Sunday, 6 February 2022 ",16107178,515000.00,810,636
شرق الرياض,مخطط/3147,قطعة 222,"Monday, 7 February 2022 ",16127300,520000.00,"1,050.00",495
شرق الرياض,مخطط/3147,قطعة 249,"Monday, 21 February 2022 ",16248246,480000.00,900,533
شرق الرياض,مخطط/3147,قطعة 278,"Wednesday, 9 February 2022 ",16145364,650000.00,900,722
شرق الرياض,مخطط/3147,قطعة 360,"Tuesday, 8 February 2022 ",16141220,550000.00,900,611
شرق الرياض,مخطط/3147,قطعة 360,"Thursday, 17 February 2022 ",16224721,640000.00,900,711
شرق الرياض,مخطط/3147,قطعة 463,"Sunday, 13 February 2022 ",16182306,640000.00,900,711
شرق الرياض,مخطط/3147,قطعة 476,"Sunday, 13 February 2022 ",16182586,555000.00,702,791
شرق الرياض,مخطط/3147,قطعة 525,"Sunday, 13 February 2022 ",16177197,100000.00,900,111
شرق الرياض,مخطط/3147,قطعة 525,"Wednesday, 16 February 2022 ",16208254,650000.00,900,722
شرق الرياض,مخطط/3147,قطعة 536,"Sunday, 27 February 2022 ",16281059,500000.00,900,556
شرق الرياض,مخطط/3147,قطعة 592,"Tuesday, 15 February 2022 ",16203667,600000.00,900,667
شرق الرياض,مخطط/3147,قطعة 614,"Sunday, 13 February 2022 ",16180736,670000.00,900,744
شرق الرياض,مخطط/3147,قطعة 619,"Thursday, 10 February 2022 ",16168959,460000.00,676,680
شرق الرياض,مخطط/3147,قطعة 823,"Thursday, 10 February 2022 ",16164584,650000.00,900,722
شرق الرياض,مخطط/3147,قطعة 872,"Tuesday, 1 February 2022 ",16074613,580000.00,810,716
شرق الرياض,مخطط/3148,قطعة 128,"Wednesday, 16 February 2022 ",16208502,950000.00,"1,900.00",500
شرق الرياض,مخطط/3148,قطعة 134,"Monday, 7 February 2022 ",16132641,880000.00,"1,900.00",463
شرق الرياض,مخطط/3148,قطعة 325,"Monday, 7 February 2022 ",16135083,500000.00,"2,881.44",174
شرق الرياض,مخطط/3148,قطعة 325,"Sunday, 13 February 2022 ",16181270,1150000.00,"2,881.44",399
شرق الرياض,مخطط/3148,قطعة 327,"Monday, 7 February 2022 ",16135065,500000.00,"2,881.44",174
شرق الرياض,مخطط/3148,قطعة 327,"Monday, 14 February 2022 ",16192627,1150000.00,"2,881.44",399
شرق الرياض,مخطط/3148,قطعة 341,"Wednesday, 9 February 2022 ",16158141,450000.00,"2,000.00",225
شرق الرياض,مخطط/3148,قطعة 345,"Wednesday, 9 February 2022 ",16158099,450000.00,"2,000.00",225
شرق الرياض,مخطط/3149,قطعة 1007,"Tuesday, 22 February 2022 ",16254395,610000.00,930,656
شرق الرياض,مخطط/3149,قطعة 1017,"Wednesday, 2 February 2022 ",16092552,560000.00,"1,050.00",533
شرق الرياض,مخطط/3149,قطعة 1052,"Saturday, 19 February 2022 ",16227239,350000.00,975,359
شرق الرياض,مخطط/3149,قطعة 1332,"Sunday, 13 February 2022 ",16171093,550000.00,900,611
شرق الرياض,مخطط/3149,قطعة 1431,"Saturday, 5 February 2022 ",16107815,700000.00,"1,085.72",645
شرق الرياض,مخطط/3149,قطعة 1464,"Sunday, 27 February 2022 ",16281466,700000.00,"1,000.00",700
شرق الرياض,مخطط/3149,قطعة 1469,"Sunday, 27 February 2022 ",16278059,520000.00,960,542
شرق الرياض,مخطط/3149,قطعة 1470,"Sunday, 27 February 2022 ",16280994,500000.00,960,521
شرق الرياض,مخطط/3149,قطعة 1501,"Sunday, 13 February 2022 ",16176087,550000.00,870,632
شرق الرياض,مخطط/3149,قطعة 1501,"Thursday, 17 February 2022 ",16222008,660000.00,870,759
شرق الرياض,مخطط/3149,قطعة 1566,"Wednesday, 9 February 2022 ",16157528,700000.00,"1,050.00",667
شرق الرياض,مخطط/3149,قطعة 1810,"Tuesday, 8 February 2022 ",16128536,555000.00,"1,008.90",550
شرق الرياض,مخطط/3149,قطعة 1837,"Wednesday, 9 February 2022 ",16146010,540000.00,840,643
شرق الرياض,مخطط/3149,قطعة 1916,"Tuesday, 1 February 2022 ",16081563,500000.00,"1,050.00",476
شرق الرياض,مخطط/3149,قطعة 1916,"Thursday, 3 February 2022 ",16102039,615000.00,"1,050.00",586
شرق الرياض,مخطط/3149,قطعة 1953,"Tuesday, 15 February 2022 ",16199557,450000.00,900,500
شرق الرياض,مخطط/3149,قطعة 1991,"Tuesday, 8 February 2022 ",16132434,600000.00,960,625
شرق الرياض,مخطط/3149,قطعة 2000,"Monday, 21 February 2022 ",16245751,590000.00,960,615
شرق الرياض,مخطط/3149,قطعة 2026,"Thursday, 17 February 2022 ",16225780,650000.00,"1,000.00",650
شرق الرياض,مخطط/3149,قطعة 2226,"Thursday, 3 February 2022 ",16100040,200000.00,899.99,222
شرق الرياض,مخطط/3149,قطعة 2733,"Tuesday, 1 February 2022 ",16081511,600000.00,869.99,690
شرق الرياض,مخطط/3149,قطعة 2737,"Tuesday, 15 February 2022 ",16198196,470000.00,646.9,727
شرق الرياض,مخطط/3149,قطعة 278,"Sunday, 27 February 2022 ",16290105,600000.00,"1,043.28",575
شرق الرياض,مخطط/3149,قطعة 491,"Wednesday, 2 February 2022 ",16087653,511000.00,900,568
شرق الرياض,مخطط/3149,قطعة 531,"Tuesday, 1 February 2022 ",16077822,530000.00,"1,080.00",491
شرق الرياض,مخطط/3149,قطعة 531,"Wednesday, 2 February 2022 ",16091562,655000.00,"1,080.00",606
شرق الرياض,مخطط/3149,قطعة 554,"Sunday, 20 February 2022 ",16225287,372000.00,920,404
شرق الرياض,مخطط/3149,قطعة 667,"Tuesday, 8 February 2022 ",16145426,600000.00,890.1,674
شرق الرياض,مخطط/3149,قطعة 745,"Monday, 7 February 2022 ",16133549,520000.00,"1,035.81",502
شرق الرياض,مخطط/3149,قطعة 772,"Sunday, 13 February 2022 ",16176911,670000.00,"1,018.64",658
شرق الرياض,مخطط/3149,قطعة 779,"Thursday, 24 February 2022 ",16278415,560000.00,"1,008.00",556
شرق الرياض,مخطط/3149,قطعة 885,"Thursday, 3 February 2022 ",16099955,500000.00,900,556
شرق الرياض,مخطط/3149,قطعة 887,"Thursday, 3 February 2022 ",16099906,500000.00,900,556
شرق الرياض,مخطط/3149,قطعة 974,"Thursday, 24 February 2022 ",16272772,330000.00,900,367
شرق الرياض,مخطط/3149,قطعة 974,"Monday, 28 February 2022 ",16294564,500000.00,900,556
شرق الرياض,مخطط/3211,قطعة 1002,"Thursday, 17 February 2022 ",16225215,480000.00,840,571
شرق الرياض,مخطط/3211,قطعة 1002,"Thursday, 24 February 2022 ",16279181,540000.00,840,643
شرق الرياض,مخطط/3211,قطعة 269,"Monday, 21 February 2022 ",16252336,500000.00,910,549
شرق الرياض,مخطط/3211,قطعة 269,"Monday, 28 February 2022 ",16293410,580000.00,910,637
شرق الرياض,مخطط/3211,قطعة 410,"Sunday, 27 February 2022 ",16295385,575000.00,947.8,607
شرق الرياض,مخطط/3211,قطعة 429,"Monday, 21 February 2022 ",16251106,650000.00,875,743
شرق الرياض,مخطط/3211,قطعة 485,"Tuesday, 15 February 2022 ",16202355,530000.00,904,586
