Neighbourhood,Plannedـtransactionـdetails,Detailsـtransaction,Date,transactionـnumber,Total_price,Area,Price_per_meter
الرمال,مخطط/3240/ أ,قطعة 793,"Thursday, 10 March 2022 ",16405209,575000.00,250,"2,300"
الرمال,مخطط/3240/ أ,قطعة 795,"Thursday, 3 March 2022 ",16339777,575000.00,250,"2,300"
الرمال,مخطط/3240/ أ,قطعة 797,"Tuesday, 8 March 2022 ",16383351,575000.00,250,"2,300"
الرمال,مخطط/3240/ أ,قطعة 996,"Monday, 14 March 2022 ",16429177,900000.00,245.5,"3,666"
الرمال,مخطط/3242,قطعة 1001,"Wednesday, 30 March 2022 ",16609031,1368000.00,720,"1,900"
الرمال,مخطط/3242,قطعة 1006/1,"Wednesday, 30 March 2022 ",16609642,1680000.00,884.43,"1,900"
الرمال,مخطط/3242,قطعة 1095/2,"Monday, 7 March 2022 ",16369635,828000.00,360,"2,300"
الرمال,مخطط/3242,قطعة 1107/2,"Sunday, 13 March 2022 ",16421399,735000.00,360,"2,042"
الرمال,مخطط/3242,قطعة 1188/1,"Tuesday, 8 March 2022 ",16386528,734375.00,312.5,"2,350"
الرمال,مخطط/3242,قطعة 1252/1,"Tuesday, 29 March 2022 ",16596329,1200000.00,300.45,"3,994"
الرمال,مخطط/3242,قطعة 1335,"Monday, 14 March 2022 ",16435512,1140000.00,600,"1,900"
الرمال,مخطط/3242,قطعة 1337,"Sunday, 13 March 2022 ",16419942,1140000.00,600,"1,900"
الرمال,مخطط/3242,قطعة 1339,"Sunday, 13 March 2022 ",16420559,1140000.00,600,"1,900"
الرمال,مخطط/3242,قطعة 1399,"Sunday, 13 March 2022 ",16419697,1140000.00,600,"1,900"
الرمال,مخطط/3242,قطعة 1401,"Sunday, 13 March 2022 ",16419770,1140000.00,600,"1,900"
الرمال,مخطط/3242,قطعة 1403,"Monday, 14 March 2022 ",16435435,1139639.00,599.81,"1,900"
الرمال,مخطط/3242,قطعة 1411,"Monday, 14 March 2022 ",16434155,1140000.00,600,"1,900"
الرمال,مخطط/3242,قطعة 1413,"Monday, 14 March 2022 ",16434610,1140000.00,600,"1,900"
الرمال,مخطط/3242,قطعة 1415,"Monday, 14 March 2022 ",16434658,1140000.00,600,"1,900"
الرمال,مخطط/3242,قطعة 1417,"Wednesday, 23 March 2022 ",16521472,1140000.00,600,"1,900"
الرمال,مخطط/3242,قطعة 1419,"Thursday, 31 March 2022 ",16620387,1150548.00,547.88,"2,100"
الرمال,مخطط/3242,قطعة 1513/1,"Sunday, 13 March 2022 ",16420542,879000.00,300,"2,930"
الرمال,مخطط/3242,قطعة 1534/1,"Tuesday, 29 March 2022 ",16596557,1012500.00,375,"2,700"
الرمال,مخطط/3242,قطعة 1540/1,"Tuesday, 15 March 2022 ",16447153,780000.00,300,"2,600"
الرمال,مخطط/3242,قطعة 1542/1,"Tuesday, 15 March 2022 ",16447131,780000.00,300,"2,600"
الرمال,مخطط/3242,قطعة 1665/1,"Wednesday, 23 March 2022 ",16517457,1450000.00,300,"4,833"
الرمال,مخطط/3242,قطعة 1693/1,"Wednesday, 9 March 2022 ",16396635,1450000.00,300,"4,833"
الرمال,مخطط/3242,قطعة 1790/1,"Sunday, 13 March 2022 ",16421324,810000.00,300,"2,700"
الرمال,مخطط/3242,قطعة 1792/2,"Tuesday, 8 March 2022 ",16386212,810000.00,300,"2,700"
الرمال,مخطط/3242,قطعة 1848/2,"Tuesday, 15 March 2022 ",16446614,780000.00,300,"2,600"
الرمال,مخطط/3242,قطعة 1850/1,"Tuesday, 15 March 2022 ",16446656,780000.00,300,"2,600"
الرمال,مخطط/3242,قطعة 1850/2,"Sunday, 27 March 2022 ",16560062,780000.00,300,"2,600"
الرمال,مخطط/3242,قطعة 1938/1,"Wednesday, 9 March 2022 ",16396869,690000.00,300,"2,300"
الرمال,مخطط/3242,قطعة 1989/1,"Tuesday, 22 March 2022 ",16508914,1300000.00,432.5,"3,006"
الرمال,مخطط/3242,قطعة 2018/1,"Wednesday, 9 March 2022 ",16396095,1300000.00,500,"2,600"
الرمال,مخطط/3242,قطعة 2158/1,"Sunday, 27 March 2022 ",16557534,1430000.00,253.51,"5,641"
الرمال,مخطط/3242,قطعة 625/1,"Monday, 14 March 2022 ",16434806,1040022.00,352.55,"2,950"
الرمال,مخطط/3242,قطعة 668/1,"Sunday, 20 March 2022 ",16480515,750000.00,300,"2,500"
الرمال,مخطط/3242,قطعة 838,"Sunday, 6 March 2022 ",16358832,1850000.00,400,"4,625"
الرمال,مخطط/3242,قطعة 866/2,"Wednesday, 23 March 2022 ",16521815,1200000.00,246.41,"4,870"
الرمال,مخطط/3242,قطعة 952/2,"Thursday, 31 March 2022 ",16622421,1350000.00,315,"4,286"
الرمال,مخطط/3242,قطعة 962/1,"Tuesday, 22 March 2022 ",16510346,1100000.00,300,"3,667"
الرمال,مخطط/3242,عدد العقارات 7-أول ق…,"Tuesday, 1 March 2022 ",16321863,7000000.00,"2,800.00","2,500"
الرمال,مخطط/3270,قطعة 443/1,"Friday, 25 March 2022 ",16547742,836000.00,363,"2,303"
الرمال,مخطط/3270,قطعة 641/1,"Thursday, 10 March 2022 ",16408114,544500.00,247.5,"2,200"
الرمال,مخطط/3270,قطعة 641/2,"Thursday, 10 March 2022 ",16408144,544500.00,247.5,"2,200"
الرمال,مخطط/3270,قطعة 74/4,"Sunday, 20 March 2022 ",16482429,900000.00,379.67,"2,370"
الرمال,مخطط/3270,قطعة 826/1,"Friday, 18 March 2022 ",16468959,725000.00,315,"2,302"
الرمال,مخطط/3270,قطعة 826/2,"Friday, 18 March 2022 ",16468964,725000.00,315,"2,302"
الرمال,مخطط/3278,قطعة 83/1,"Tuesday, 8 March 2022 ",16382073,2145000.00,378,"5,675"
الرمال,مخطط/3281,قطعة 185,"Sunday, 6 March 2022 ",16359645,790000.00,351,"2,251"
الرمال,مخطط/3281,قطعة 39,"Tuesday, 22 March 2022 ",16508403,1472000.00,640,"2,300"
الرمال,مخطط/3281,قطعة 41,"Tuesday, 22 March 2022 ",16508641,1472000.00,640,"2,300"
الرمال,مخطط/3281,قطعة 43,"Tuesday, 22 March 2022 ",16508699,1472000.00,640,"2,300"
الرمال,مخطط/3281,عدد العقارات 2-أول ق…,"Monday, 28 March 2022 ",16577976,1461600.00,696,"2,100"
الرمال,مخطط/3285,قطعة 119/1,"Sunday, 27 March 2022 ",16555112,2076325.00,276,"7,523"
الرمال,مخطط/3285,قطعة 119/1,"Sunday, 27 March 2022 ",16556081,957000.00,276,"3,467"
الرمال,مخطط/3285,قطعة 171/1,"Wednesday, 9 March 2022 ",16389055,632078.00,375,"1,686"
الرمال,مخطط/3285,قطعة 479/1,"Monday, 28 March 2022 ",16582624,1300000.00,387.5,"3,355"
الرمال,مخطط/3285,قطعة 612/2/1,"Tuesday, 29 March 2022 ",16588687,939349.00,228.16,"4,117"
الرمال,مخطط/3300,قطعة 1068/2,"Sunday, 20 March 2022 ",16479359,896782.00,380.75,"2,355"
الرمال,مخطط/3300,قطعة 1626,"Sunday, 13 March 2022 ",16420683,1600000.00,600,"2,667"
الرمال,مخطط/3300,قطعة 1910,"Sunday, 13 March 2022 ",16421468,1600000.00,600,"2,667"
الرمال,مخطط/3300,قطعة 192/3,"Tuesday, 29 March 2022 ",16589040,1694459.00,273,"6,207"
الرمال,مخطط/3300,قطعة 338/1,"Thursday, 3 March 2022 ",16338808,1890000.00,435.05,"4,344"
الرمال,مخطط/3300,قطعة 338/1,"Thursday, 3 March 2022 ",16341330,1293000.00,435.05,"2,972"
الرمال,مخطط/3300,قطعة 422/1/1,"Thursday, 3 March 2022 ",16344576,864000.00,229.78,"3,760"
الرمال,مخطط/3300,قطعة 683/2,"Thursday, 3 March 2022 ",16344697,2040455.00,368.4,"5,539"
الرمال,مخطط/3300,قطعة 683/2,"Sunday, 6 March 2022 ",16362918,1095000.00,368.4,"2,972"
الرمال,مخطط/3300,قطعة 719/3,"Tuesday, 29 March 2022 ",16593334,1139298.00,254.09,"4,484"
الرمال,مخطط/3300,قطعة 789/2,"Thursday, 3 March 2022 ",16342488,1400000.00,352.76,"3,969"
الرمال,مخطط/3300,قطعة 892/1,"Sunday, 13 March 2022 ",16420564,710463.00,364.34,"1,950"
الرمال,مخطط/3300,قطعة 933/2,"Wednesday, 30 March 2022 ",16609968,2865625.00,396,"7,236"
الرمال,مخطط/3300,قطعة 987/2,"Thursday, 31 March 2022 ",16620135,980000.00,499.16,"1,963"
الرمال,مخطط/3319,قطعة 199,"Monday, 7 March 2022 ",16372554,1725000.00,600,"2,875"
الرمال,مخطط/3319,قطعة 214,"Tuesday, 1 March 2022 ",16319143,1510888.00,600,"2,518"
الرمال,مخطط/3319,قطعة 222,"Thursday, 24 March 2022 ",16530563,1610000.00,600,"2,683"
الرمال,مخطط/3319,قطعة 248,"Tuesday, 1 March 2022 ",16318857,1800000.00,640,"2,813"
الرمال,مخطط/3319,قطعة 264,"Tuesday, 1 March 2022 ",16318529,1635000.00,470.55,"3,475"
الرمال,مخطط/3319,قطعة 291,"Tuesday, 1 March 2022 ",16318715,1513476.00,544.78,"2,778"
الرمال,مخطط/3319,قطعة 66,"Thursday, 24 March 2022 ",16530237,2290000.00,540,"4,241"
الرمال,مخطط/3319,قطعة 68,"Tuesday, 22 March 2022 ",16504595,2555826.00,621,"4,116"
الرمال,مخطط/3319,قطعة 69,"Thursday, 24 March 2022 ",16529737,2197895.00,520,"4,227"
الرمال,مخطط/3319,قطعة 76,"Monday, 28 March 2022 ",16582786,2127311.00,520,"4,091"
الرمال,مخطط/3319,قطعة 85,"Sunday, 13 March 2022 ",16418937,1897821.00,494,"3,842"
الرمال,مخطط/3319,قطعة 87,"Sunday, 20 March 2022 ",16473224,2198000.00,520,"4,227"
الرمال,مخطط/3319,قطعة 88,"Thursday, 24 March 2022 ",16532181,2350000.00,520,"4,519"
الرمال,مخطط/3376,قطعة 201/1,"Monday, 7 March 2022 ",16339551,720000.00,262.5,"2,743"
الرمال,مخطط/3376,قطعة 244,"Monday, 21 March 2022 ",16494990,1250000.00,500,"2,500"
الرمال,مخطط/3804,قطعة 101/1,"Thursday, 10 March 2022 ",16405454,1500000.00,312.5,"4,800"
الرمال,مخطط/3804,قطعة 109/1,"Tuesday, 15 March 2022 ",16447737,1281000.00,564.93,"2,268"
الرمال,مخطط/3804,قطعة 275/2,"Wednesday, 30 March 2022 ",16608707,968750.00,312.5,"3,100"
الرمال,مخطط/3804,قطعة 285/2,"Wednesday, 9 March 2022 ",16393221,1600000.00,312.5,"5,120"
الرمال,مخطط/3804,قطعة 298/2,"Tuesday, 29 March 2022 ",16594984,964980.00,357.4,"2,700"
الرمال,مخطط/3804,قطعة 300,"Sunday, 13 March 2022 ",16422757,1480000.00,698.38,"2,119"
الرمال,مخطط/3804,قطعة 328,"Monday, 28 March 2022 ",16583103,1610000.00,700,"2,300"
الرمال,مخطط/3804,قطعة 420,"Sunday, 6 March 2022 ",16362066,1597500.00,750,"2,130"
الروابى,مخطط/1895,قطعة 134,"Sunday, 20 March 2022 ",16474604,500000.00,500,"1,000"
الروابى,مخطط/1895,قطعة 161,"Monday, 7 March 2022 ",16376035,2000000.00,580,"3,448"
الروابى,مخطط/1895,قطعة 79,"Thursday, 3 March 2022 ",16345935,1600000.00,609,"2,627"
الروابى,مخطط/2185,قطعة 1024,"Monday, 28 March 2022 ",16581988,1725000.00,575,"3,000"
الروابى,مخطط/2185,قطعة 1791,"Tuesday, 1 March 2022 ",16311857,1900000.00,632.5,"3,004"
الروابى,مخطط/2614,قطعة 15و16,"Sunday, 13 March 2022 ",16414708,1300000.00,275,"4,727"
الروابى,مخطط/2614,قطعة أ/7,"Sunday, 20 March 2022 ",16468665,950000.00,200,"4,750"
الروابى,مخطط/3171,قطعة 51/2,"Wednesday, 23 March 2022 ",16518254,675000.00,408,"1,654"
الروابى,مخطط/3171,قطعة 52/3,"Thursday, 3 March 2022 ",16345998,1000000.00,491.1,"2,036"
الروابى,مخطط/720,قطعة 3/15,"Monday, 21 March 2022 ",16492468,1230000.00,480,"2,563"
الرواد,مخطط/1358/ ب,قطعة 626,"Sunday, 13 March 2022 ",16416421,1000000.00,650,"1,538"
الرواد,مخطط/1358/ ب,قطعة 628,"Monday, 28 March 2022 ",16574574,1000000.00,650,"1,538"
الرواد,مخطط/1358/ ب,قطعة 629,"Tuesday, 29 March 2022 ",16589908,800000.00,650,"1,231"
الرواد,مخطط/1358/ ب,قطعة 630,"Friday, 11 March 2022 ",16410351,1000000.00,650,"1,538"
الروضة,مخطط/1613,قطعة 214/ب/1,"Wednesday, 2 March 2022 ",16326587,1482000.00,390,"3,800"
الروضة,مخطط/1613,قطعة 216/ب/2,"Monday, 14 March 2022 ",16431808,1824000.00,480,"3,800"
الروضة,مخطط/1613,قطعة 218,"Thursday, 17 March 2022 ",16466171,1500000.00,690,"2,174"
الروضة,مخطط/1613,قطعة 218,"Wednesday, 23 March 2022 ",16518731,1500000.00,690,"2,174"
الروضة,مخطط/1613,قطعة 240/ب,"Wednesday, 23 March 2022 ",16523829,1500000.00,735,"2,041"
الروضة,مخطط/1924,قطعة 217/أ,"Thursday, 17 March 2022 ",16458168,830000.00,360,"2,306"
الروضة,مخطط/1924/ أ,قطعة 107,"Tuesday, 15 March 2022 ",16443548,1571428.00,750,"2,095"
الروضة,مخطط/1924/ أ,قطعة 48/أ,"Sunday, 6 March 2022 ",16361421,2500000.00,525,"4,762"
الروضة,مخطط/1983,قطعة 509,"Wednesday, 30 March 2022 ",16601204,1900000.00,625,"3,040"
الروضة,مخطط/3314/ 10,عدد العقارات 18-أول…,"Thursday, 31 March 2022 ",16619577,9560360.00,"8,102.00","1,180"
الروضة,مخطط/3314/ 10,عدد العقارات 2-أول ق…,"Thursday, 31 March 2022 ",16619668,1234280.00,"1,046.00","1,180"
الروضة,مخطط/3314/ 10,عدد العقارات 2-أول ق…,"Thursday, 31 March 2022 ",16619708,849600.00,720,"1,180"
الروضة,مخطط/391,قطعة 285,"Thursday, 3 March 2022 ",16343216,300000.00,"2,247.97",133
الروضة,مخطط/631,قطعة 1362,"Thursday, 24 March 2022 ",16535054,621000.00,625,994
الروضة,مخطط/631,قطعة 1424,"Monday, 21 March 2022 ",16486972,820000.00,625,"1,312"
الروضة,مخطط/631,قطعة 1499,"Saturday, 5 March 2022 ",16349540,1570000.00,471,"3,333"
الروضة,مخطط/631,قطعة 175,"Thursday, 24 March 2022 ",16517143,1899998.00,625,"3,040"
الروضة,مخطط/631,قطعة 356,"Wednesday, 9 March 2022 ",16390386,2500000.00,625,"4,000"
الروضة,مخطط/631,قطعة 486,"Wednesday, 23 March 2022 ",16523242,1210000.00,450,"2,689"
الروضة,مخطط/631,قطعة 553/3/4,"Thursday, 3 March 2022 ",16343412,1000000.00,330,"3,030"
الروضة,مخطط/631,قطعة 776,"Thursday, 3 March 2022 ",16342323,1000000.00,400,"2,500"
الروضة,مخطط/631,قطعة 96/ع/1,"Monday, 14 March 2022 ",16436608,1350000.00,450,"3,000"
الروضة,مخطط/631,قطعة 96/ع/2,"Monday, 14 March 2022 ",16436459,1000000.00,450,"2,222"
